	T(a.u.)	X(a.u.)	Y(a.u.)	Z(a.u.)	Vx(a.u.)	Vy(a.u.)	Vz(a.u.)
0	0.0	0.7740641711229946	0.0	0.0	0.0	0.7934382323401407	0.0
1	0.010003334444814937	0.7740641711229946	0.0499767658738296	0.0	-0.05233212446771904	0.7934379470589075	4.8537387562432105e-05
2	0.020006668889629875	0.7707678964722389	0.09995351377848047	3.057253300210396e-06	-0.10433905850173686	0.7900826063645014	9.70702955202081e-05
3	0.030010003334444816	0.7641958301339966	0.14971891684307154	9.171477741108268e-06	-0.15581616450098784	0.7834122602186911	0.0001456876715556534
4	0.04001333777925975	0.7543813447018329	0.19906417084748515	1.8347993763742987e-05	-0.20655939937366	0.773478955911232	0.00019447725730294366
5	0.050016672224074694	0.7413706649529009	0.24778374990520102	3.05976484436641e-05	-0.256366167814436	0.7603473875140572	0.0002435251598051739
6	0.06002000666888963	0.7252227766553524	0.29567620305368736	4.593671253196061e-05	-0.3050363306514283	0.7440954440863168	0.00029291539036273057
7	0.07002334111370456	0.7060092718624006	0.3425449853749092	6.438674844946852e-05	-0.3523733549849103	0.7248146309054869	0.00034272937662296985
8	0.0800266755585195	0.6838141217619108	0.3881993156481709	8.597444754868065e-05	-0.3981855884997738	0.7026103389620911	0.0003930454552601052
9	0.09003001000333445	0.6587333692601139	0.432455050977783	0.00011073143542078285	-0.442287635856582	0.6776019398241518	0.0004439383540008676
10	0.10003334444814939	0.6308747348697583	0.47513556739601254	0.00013869404457673214	-0.4845018106647948	0.649922685831956	0.0004954786729948656
11	0.11003667889296431	0.6003571311419603	0.5160726341795423	0.00016990305446110167	-0.5246596324568026	0.6197193994539274	0.0005477323765335233
12	0.12004001333777926	0.5673100828072608	0.5551072685992031	0.0002044033994505239	-0.5626033345695104	0.5871519404903913	0.0006007603068138472
13	0.1300433477825942	0.5318730519388484	0.5920905571101523	0.0002422438462252825	-0.5981873461587289	0.5523924455570691	0.0006546177317556739
14	0.14004668222740912	0.49419466976725884	0.6268844286389483	0.00028347664265900127	-0.6312797099602121	0.5156243407481552	0.00070935393875902
15	0.15005001667222406	0.4544318791937191	0.6593623656806451	0.0003281571411200847	-0.6617633970720321	0.4770411353373125	0.0007650118856961704
16	0.160053351117039	0.4127489944885099	0.6894100394140156	0.0003763433997899899	-0.6895374811113605	0.4368450115340461	0.0008216279193598219
17	0.17005668556185397	0.3693166870320176	0.7169258559889197	0.0004280957662472249	-0.7145181366658885	0.3952452323408517	0.0008792315700503481
18	0.1800600200066689	0.32431090816573305	0.7418214025284241	0.000483476448112891	-0.736639431000823	0.3524563961001205	0.000937845429027963
19	0.19006335445148384	0.27791176217552954	0.7640217831890301	0.0005425490759772347	-0.7558538833886916	0.3086965720292432	0.000997485113253775
20	0.20006668889629878	0.2303023440441032	0.7834658377827411	0.0006053782641053202	-0.7721327730019335	0.2641853555977474	0.0010581593192971596
21	0.2100700233411137	0.18166755780999888	0.8001062379120142	0.0006720291745381996	-0.7854661837667403	0.21914188573715118	0.0011198699656145617
22	0.22007335778592862	0.13219293210139998	0.8139094582135286	0.0007425670901558828	-0.7958627825759718	0.17378286740574167	0.0011826124197370648
23	0.23007669223074356	0.08206344963975473	0.8248556230480664	0.0008170570020503041	-0.8033493354138205	0.12832064286371048	0.001246375804373119
24	0.24008002667555853	0.031462407221544475	0.8329382317046528	0.0008955632161789654	-0.8079699738572154	0.0829613531582237	0.0013111433741633562
25	0.25008336112037344	-0.01942967809863417	0.838163767801062	0.0009781489837494574	-0.8097852317071721	0.0379032278839932	0.0013768929529241812
26	0.2600866955651884	-0.07043610214471521	0.8405512009604572	0.0010648761591449056	-0.8088708778299063	-0.006664963523952669	0.0014435974197692686
27	0.2700900300100033	-0.12138493323927543	0.8401313909386843	0.001155804888469036	-0.8053165763822325	-0.050565271613609866	0.0015112252315567676
28	0.28009336445481825	-0.1721098874344688	0.8369464060995662	0.001250993330998938	-0.799224409272186	-0.09363171717370686	0.0015797409686962459
29	0.2900966988996332	-0.22245111067630866	0.83104876943823	0.0013504974150168906	-0.7907072978701789	-0.13571121832122499	0.0016491058914522075
30	0.3001000333444481	-0.27225586155633147	0.8225006462094209	0.0014543706286824108	-0.7798873616377812	-0.17666428794121472	0.0017192784944603083
31	0.31010336778926306	-0.3213790906772358	0.8113729876257595	0.0015626638458319446	-0.7668942505658318	-0.21636550184567566	0.0017902150481638008
32	0.320106702234078	-0.3696839149828084	0.7977446450677979	0.001675425185882337	-0.7518634862689939	-0.2547037442924145	0.0018618701171993883
33	0.33011003667889294	-0.4170419875973864	0.7817014688294327	0.0017926999063861803	-0.7349348434826235	-0.2915822429812937	0.0019341970473213594
34	0.34011337112370793	-0.4633337657197005	0.7633354046589892	0.0019145303262573432	-0.7162507997969877	-0.32691841016480055	0.0020071484141554446
35	0.35011670556852287	-0.5084486808692037	0.7427436003083681	0.0020409557772624225	-0.6959550770047058	-0.3606435099832136	0.0020806764288276965
36	0.3601200400133378	-0.5522852172553866	0.7200275330359499	0.0021720125810617886	-0.6741912926867505	-0.39270217453917355	0.0021547332972363022
37	0.37012337445815274	-0.5947509052137354	0.6952921675907988	0.002307734048880293	-0.6511017358575566	-0.42305179259798253	0.0022292715313558817
38	0.3801267089029677	-0.6357622375225213	0.668645152701164	0.0024481505007862875	-0.6268262758364481	-0.45166179522171873	0.00230424421243025
