	T(a.u.)	X(a.u.)	Y(a.u.)	Z(a.u.)	Vx(a.u.)	Vy(a.u.)	Vz(a.u.)
0	0.0	7.0	0.0	-7.0	0.0	0.7	0.0
1	0.010003334444814937	7.0	0.044091316356789145	-7.0	-0.001813347174352383	0.6999998740199898	0.0018463402889719867
2	0.020006668889629875	6.999885781622958	0.08818262477840047	-6.999883703466024	-0.00362658646793234	0.699990250285062	0.0036925851213828673
3	0.030010003334444816	6.999657351664026	0.13227332702409575	-6.99965111641065	-0.0054396404139615455	0.6999711197839374	0.005538395979838753
4	0.04001333777925975	6.9993147217977985	0.17636282428553793	-6.999302266168855	-0.007252430761684044	0.6999424474606162	0.007383438228381912
5	0.050016672224074694	6.998857908627699	0.22045051554629697	-6.9988372011535285	-0.009064878497494693	0.6999041728550338	0.009227385125289436
6	0.06002000666888963	6.99828693373403	0.26453579598170857	-6.998255990358236	-0.010876903882598163	0.6998562111172856	0.011069921696359971
7	0.07002334111370456	6.997601823719644	0.30861805542261717	-6.9975587226160085	-0.012688426512913641	0.6997984543783557	0.012910748410076738
8	0.0800266755585195	6.996802610251857	0.3526966769054574	-6.996745505626649	-0.014499365405909662	0.6997307734536199	0.01474958459866915
9	0.09003001000333445	6.995889330098879	0.3967710353296351	-6.995816464768547	-0.016309639117856937	0.6996530198490641	0.016586171573078706
10	0.10003334444814939	6.994862025158864	0.440840496241275	-6.9947717417142945	-0.018119165893669464	0.6995650280344033	0.018420275385111547
11	0.11003667889296431	6.993720742479523	0.48490441476014773	-6.993611492872317	-0.019927863850116814	0.6994666179422819	0.020251689196520855
12	0.12004001333777926	6.992465534266193	0.5289621346640142	-6.992335887679284	-0.021735651191788653	0.6993575976486782	0.022080235222247512
13	0.1300433477825942	6.99109645787631	0.5730129876418026	-6.990945106770117	-0.023542446457832784	0.6992377661866471	0.023905766223353563
14	0.14004668222740912	6.989613575798331	0.617056292724017	-6.989439340053966	-0.02534816879622448	0.6991069164437261	0.025728166534071017
15	0.15005001667222406	6.988016955613388	0.661091355895645	-6.987818784725489	-0.027152738261206805	0.6989648380927482	0.027547352616593874
16	0.160053351117039	6.986306669938205	0.7051174698936726	-6.986083643241188	-0.028956076128611074	0.6988113205064568	0.029363273146487415
17	0.17005668556185397	6.984482796348151	0.749133914188181	-6.9842341212903705	-0.03075810522305444	0.6986461556081638	0.03117590864059711
18	0.1800600200066689	6.982545417279686	0.7931399551430012	-6.982270425789538	-0.032558750250538684	0.69846914061364	0.03298527064784487
19	0.19006335445148384	6.980494619911861	0.8371348463490735	-6.9801927629277545	-0.034357938129747946	0.6982800806233532	0.03479140053106058
20	0.20006668889629878	6.978330496026938	0.8811178291210857	-6.978001336288739	-0.036155598315359416	0.6980787910289228	0.03659436787480315
21	0.2100700233411137	6.976053141850665	0.9250881331456873	-6.9756963450732465	-0.03795166310692441	0.6978650997030401	0.03839426855981358
22	0.22007335778592862	6.973662657873074	0.9690449772676429	-6.973277982442735	-0.039746067937322375	0.6976388489479407	0.04019122254919258
23	0.23007669223074356	6.971159148651127	1.0129875703987141	-6.970746434002474	-0.041538751635404686	0.6973998971835825	0.04198537143454237
24	0.24008002667555853	6.968542722594809	1.0569151125328764	-6.968101876439221	-0.043329656658190635	0.6971481203628078	0.0437768757921391
25	0.25008336112037344	6.965813491738599	1.1008267958506728	-6.965344476325416	-0.04511872928881419	0.6968834131067483	0.045565912399742066
26	0.2600866955651884	6.962971571500471	1.144721805895085	-6.962474389098698	-0.04690591979730704	0.6966056895594225	0.04735267136397526
27	0.2700900300100033	6.960017080430773	1.1885993228012333	-6.959491758222344	-0.04869118256220188	0.6963148839657246	0.049137353206448554
28	0.28009336445481825	6.9569501399534355	1.2324585225624813	-6.956396714529258	-0.05047447615181739	0.696010950981712	0.050920165954063776
29	0.2900966988996332	6.953770874102074	1.2762985783160876	-6.953189375749228	-0.05225576336491212	0.6956938657301818	0.052701322275435926
30	0.3001000333444481	6.95047940925352	1.3201186616323548	-6.9498698462165605	-0.054035011231148226	0.6953636236179442	0.05448103670122754
31	0.31010336778926306	6.947075873861326	1.363917943792272	-6.94643821675279	-0.055812190972470074	0.6950202399339183	0.05625952296161998
32	0.320106702234078	6.943560398191708	1.4076955970398404	-6.9428945647171	-0.05758727792706864	0.6946637492492156	0.05803699146930172
33	0.33011003667889294	6.939933114064266	1.4514507957966125	-6.939238954215287	-0.059360251438066614	0.6942942046417552	0.059813646971400264
34	0.34011337112370793	6.936194154599732	1.4951827178273913	-6.935471436456616	-0.061131094709421865	0.6939116767687185	0.06158968638886526
35	0.35011670556852287	6.932343653976774	1.538890545347505	-6.931592050246778	-0.06289979463181462	0.6935162528103652	0.06336529685704939
36	0.3601200400133378	6.928381747199791	1.5825734660635575	-6.927600822604255	-0.06466634158146416	0.6931080353084558	0.06514065397673278
37	0.37012337445815274	6.924308569879356	1.6262306741410113	-6.92349776948686	-0.06643072919492397	0.6926871409218366	0.06691592028067417
38	0.3801267089029677	6.9201242580268625	1.6698613710933892	-6.919282896614859	-0.06819295412294245	0.6922536991207142	0.06869124391700669
39	0.3901300433477826	6.915828947864664	1.7134647665892304	-6.914956200377022	-0.069953015766459	0.6918078508398462	0.070466757547462
40	0.40013337779259756	6.9114227756528495	1.7570400791742162	-6.910517668806076	-0.07171091599774584	0.6913497471093779	0.07224257745552215
41	0.41013671223741244	6.906905877533576	1.8005865369070528	-6.905967282610331	-0.0734666588696116	0.6908795476804181	0.07401880285716649
42	0.4201400466822274	6.902278389393723	1.8441033779087852	-6.901305016248722	-0.07522025031546502	0.6903974196607287	0.07579551540488684
43	0.4301433811270423	6.897540446746444	1.887589850826174	-6.89653083903709	-0.07697169784290159	0.6899035361741506	0.07757277887406902
44	0.44014671557185725	6.892692184632	1.9310452152106339	-6.891644716274215	-0.07872101022332934	0.6893980750556478	0.07935063901965055
45	0.4501500500166722	6.887733737538167	1.974468741814977	-6.886646610376888	-0.08046819717999745	0.6888812175921407	0.08112912359012898
46	0.4601533844614871	6.882665239340276	2.0178597128108415	-6.881536482014086	-0.08221326907663602	0.6883531473176712	0.08290824248547492
47	0.4701567189063021	6.87748682326087	2.0612174219302344	-6.876314291231211	-0.0839562366087594	0.6878140488698857	0.08468798804525828
48	0.48016005335111706	6.87219862184881	2.104541174535043	-6.8709799985561775	-0.0856971104995319	0.6872641069133782	0.08646833545328828
49	0.490163387795932	6.866800766977527	2.1478302876187345	-6.865533566080012	-0.08743590120194356	0.6867035051340957	0.0882492432452577
50	0.5001667222407469	6.861293389862047	2.1910840897447104	-6.859974958505478	-0.08917261860889504	0.6861324253077876	0.09003065390623638
51	0.5101700566855618	6.855676621094265	2.2343019209259913	-6.854304144158066	-0.09090727177264718	0.6855510464443788	0.09181249454534471
52	0.5201733911303767	6.849950590695893	2.2774831324510014	-6.848521095954488	-0.09263986863494916	0.6849595440091577	0.09359467763552513
53	0.5301767255751917	6.844115428188414	2.320627086660301	-6.842625792324574	-0.09437041576902273	0.6843580892208014	0.09537710180699403
54	0.5401800600200066	6.83817126267928	2.363733156679104	-6.836618218083194	-0.09609891813444549	0.6837468484254968	0.09715965268367285
55	0.5501833944648217	6.83211822296355	2.4068007261103705	-6.8304983652494915	-0.0978253788458466	0.68312598254576	0.09894220375264876
56	0.5601867289096365	6.825956437640101	2.449829188693181	-6.824266233811355	-0.09954979895620089	0.6824956466019955	0.10072461725748273
57	0.5701900633544515	6.8196860352414825	2.4928179479309813	-6.817921832433617	-0.10127217725538455	0.6818559893043676	0.10250674510695557
58	0.5801933977992664	6.813307144376471	2.53576641669411	-6.811465179109024	-0.10299251008453501	0.6812071527121712	0.10428842979160423
59	0.5901967322440814	6.806819893884303	2.578674016800882	-6.8048963017514605	-0.10471079116664328	0.6805492719575775	0.10606950530115038
60	0.6002000666888962	6.800224412999592	2.6215401785812587	-6.798215238731402	-0.10642701145369342	0.6798824750303928	0.10784979803664245
61	0.6102034011337113	6.79352083152686	2.664364340426976	-6.791422039353902	-0.10814115899055869	0.6792068826202864	0.10962912771182867
62	0.6202067355785261	6.786709280023656	2.7071459483317177	-6.784516764279815	-0.10985321879575943	0.6785226080128243	0.11140730823893497
63	0.6302100700233412	6.779789889991177	2.749884455424757	-6.777499485891213	-0.1115631727590925	0.6778297570355685	0.11318414859464704
64	0.640213404468156	6.772762794071337	2.792579321501186	-6.77037028860227	-0.11327099955604814	0.6771284280504741	0.11495945366267797
65	0.6502167389129709	6.765628126249229	2.8352300125516843	-6.763129269117063	-0.11497667457884626	0.6764187119888232	0.1167330250498504
66	0.6602200733577859	6.758386022059933	2.8778360002944714	-6.75577653663598	-0.11668016988384194	0.675700692424973	0.1185046618731257
67	0.6702234078026008	6.75103661879863	2.9203967617119155	-6.748312213012548	-0.11838145415497778	0.6749744456852677	0.1202741615154808
68	0.6802267422474159	6.743580055733025	2.9629117785939982	-6.740736432862653	-0.12008049268289243	0.6742400409885527	0.1220413203489604
69	0.6902300766922307	6.736016474317082	3.0053805370906272	-6.733049343628216	-0.12177724735923387	0.673497540614843	0.12380593442362253
70	0.7002334111370457	6.728346018405118	3.0478025272745826	-6.725251105597473	-0.12347167668567198	0.6727470000988243	0.12556780012145097
71	0.7102367455818606	6.720568834465331	3.0901772427166367	-6.717341891884072	-0.12516373579705614	0.6719884684450097	0.127326714774626
72	0.7202400800266756	6.712685071791865	3.1325041800742417	-6.709321888367216	-0.1268533764981239	0.6712219883615217	0.12908247724783423
73	0.7302434144714904	6.704694882714572	3.174782838694928	-6.701191293595142	-0.12854054731312922	0.6704475965096304	0.1308348884845515
74	0.7402467489163055	6.696598422805631	3.2170127202354357	-6.692950318654174	-0.1302251935477328	0.6696653237663425	0.132583752017462
75	0.7502500833611203	6.6883958510822925	3.2591933282973686	-6.6845991870056425	-0.1319072573624708	0.6688751954975014	0.13432887444337366
